<pad> Uh I guess kind	human
But uh I find myself	human
how did you get uh	human
peaceful that everybody likes you	human
<pad> Because I look at	human
I mean it 's really	nonconc
sorts that there is a	anim-uncoded
DANCES WITH WOLVES </pad> </pad>	nonconc
's taught us that it	human
better than I am at	human
<pad> but you know she	human
<pad> <pad> We were going	human
<pad> So what is your	nonconc
<pad> <pad> I 'm not	human
stuff like that is my	nonconc
's uh that 's unu-	nonconc
's only children like eight	human
you know I 'm well	human
that uh that </pad> </pad>	nonconc
<pad> or you have highway	human
of music I do n't	human
<pad> <pad> I do n't	human
doing were warehousing because the	nonconc
<pad> MUMBLEx people moving as	human
school uh you just did	human
<pad> Now I work at	human
realized that it was eucalyptus	concrete
and they they do n't	org
seen as you know untouchable	human
mean that you have yet	human
to spend time with my	time
it did that </pad> </pad>	nonconc
have three I think that	human
to get some </pad> </pad>	concrete
<pad> <pad> I found one	human
<pad> Uh parts of it	concrete
know what we 're going	org
have played you know different	human
of course it does </pad>	nonconc
comes to discipline </pad> </pad>	nonconc
<pad> and I knew that	human
<pad> what I did </pad>	human
<pad> so we have had	human
it 's it 's not	nonconc
everyone thinks taxes are too	nonconc
into was they were opposed	human
Wordstar that I used to	human
I mean he left almost	human
than one I do n't	human
I guess I do n't	human
<pad> and people are doing	human
<pad> <pad> She was used	human
<pad> and you know you	human
agree with you there </pad>	human
<pad> so I had to	human
you think it 's an	nonconc
n't seen them priced anywhere	concrete
lived on base </pad> </pad>	place
I enjoy those </pad> </pad>	nonconc
they would you know like	human
then you you go watch	human
'll know what I 'm	nonconc
<pad> <pad> It really does	nonconc
<pad> so I 'm upset	human
the main what 's the	nonconc
<pad> <pad> He 's got	human
rid of them or believe	animal
usually takes me about two	human
so you you can and	human
<pad> <pad> I do n't	human
been to Africa </pad> </pad>	place
Roman Catholic you know what	human
<pad> and they 've had	org
like having electricity available and	nonconc
that over it </pad> </pad>	concrete
after that I and get	human
<pad> <pad> you too </pad>	human
<pad> I I really do	human
already gotten polio </pad> </pad>	nonconc
<pad> <pad> I think that	human
<pad> Well I never gave	human
know like I like Seattle	human
<pad> could you tell me	human
up saying you know we	human
short of time like an	time
<pad> But what we ended	concrete
<pad> <pad> It looked really	nonconc
<pad> <pad> I do n't	human
<pad> Now it 's like	org
type of music </pad> </pad>	nonconc
<pad> <pad> That sounds like	nonconc
's just it 's just	nonconc
<pad> <pad> I had to	human
things like that </pad> </pad>	human
calls pays money </pad> </pad>	nonconc
<pad> but all of a	nonconc
<pad> <pad> we and 've	human
involved in one of those	nonconc
interest in genealogy </pad> </pad>	nonconc
significant information you know </pad>	human
n't use drugs </pad> </pad>	nonconc
she loves it </pad> </pad>	nonconc
can touch me </pad> </pad>	human
sure about him this year	human
Uh let 's see </pad>	human
<pad> get it for all	nonconc
Um of course we keep	anim-uncoded
<pad> <pad> I do n't	human
<pad> let 's see </pad>	human
<pad> <pad> That I 'm	nonconc
kind of thing </pad> </pad>	nonconc
just extended it </pad> </pad>	nonconc
get it you know </pad>	human
n't swung them in quite	concrete
a shop I was working	human
to retail them around like	veh
and they they rented </pad>	human
uh when I see people	human
Sounds like you have n't	human
<pad> <pad> I was in	human
job Whereas you know for	human
<pad> <pad> I have </pad>	human
<pad> <pad> they 're into	org
problem because there 's people	anim-uncoded
for like you know lunch	human
years than me </pad> </pad>	human
actually when I was younger	human
or other that does manage	concrete
friend helped me uh with	human
of living those that that	human
of thrown them out of	human
<pad> And we have advent	human
that that that will make	nonconc
'm retired I will not	human
director of music also as	human
because that they were going	org
<pad> <pad> They are putting	human
know that there 's been	anim-uncoded
<pad> <pad> I mean I	human
we get avocados my kids	concrete
'd get you someplace else	human
to use it for for	nonconc
you watch them at home	nonconc
<pad> But there were some	anim-uncoded
got once we started economic	org
<pad> <pad> I think that	human
<pad> and they recycle the	human
in school I have </pad>	human
<pad> <pad> I really do	human
Cities Where we 're going	human
uh they they promote service	org
ask for more </pad> </pad>	nonconc
subs because everybody 's pretty	human
fine with me as long	human
okay if you do n't	human
They keep it open you	nonconc
<pad> and I heard the	human
to get people outside the	human
like what Canada has </pad>	org
first project I started out	human
<pad> and that is accepting	nonconc
<pad> and that worked for	nonconc
pollution from airplanes rather than	veh
<pad> Course you can always	human
really enjoyed that </pad> </pad>	nonconc
<pad> <pad> I just do	human
but they styles come and	nonconc
any of them </pad> </pad>	place
knew that she was my	human
hope once they get in	human
he anyway he </pad> </pad>	human
<pad> <pad> I 'd work	human
<pad> <pad> It was terrible	nonconc
<pad> <pad> It 's uh	nonconc
hobbies do you have Lori	human
I think it uh probably	nonconc
where is it </pad> </pad>	nonconc
I hate that when I	nonconc
<pad> <pad> I mean we	human
<pad> <pad> that 's true	nonconc
go oh you did </pad>	human
<pad> so there is a	anim-uncoded
<pad> <pad> lot of things	nonconc
dinner for people tomorrow night	human
we bought it in eighty-eight	veh
We have that here </pad>	nonconc
<pad> <pad> We and look	human
other than that I do	nonconc
guess what they 're called	concrete
there 's rats in the	animal
pollutants and it was like	nonconc
I think it 's going	nonconc
you before you got over	human
<pad> <pad> I like a	human
public 's Which I think	nonconc
<pad> <pad> You know we	human
I I I think that	human
something like that </pad> </pad>	nonconc
I mean she 's that	animal
you and you start it	human
<pad> that that 's a	nonconc
<pad> So they 're interesting	human
<pad> I I guess another	human
I like shrimp better </pad>	concrete
<pad> and we do n't	human
then he he jumped in	animal
it 's there are a	anim-uncoded
mad because those were mine	nonconc
<pad> <pad> You know they	human
to watch some of these	nonconc
<pad> <pad> What we have	concrete
Are n't they laying off	org
and um they 're all	human
you know one of these	org
<pad> <pad> You know we	human
I guess it 's a	nonconc
could n't it </pad> </pad>	nonconc
<pad> <pad> that 's true	nonconc
up put him back in	animal
<pad> and you know you	human
getting just it over with	nonconc
n't know what they want	nonconc
<pad> <pad> I guess they	human
elections then they have to	human
screen because it 's just	nonconc
the grass that was underneath	place
decided hey it 's time	nonconc
still got it </pad> </pad>	concrete
to do that </pad> </pad>	nonconc
<pad> <pad> I think another	human
<pad> Well that 's true	nonconc
<pad> So I was very	human
first thing they do is	human
<pad> <pad> you can </pad>	org
lot of people in this	human
<pad> and it 's something	nonconc
<pad> <pad> I mean he	human
<pad> and I think they	human
you turn them back in	concrete
<pad> <pad> Things will pick	nonconc
Of course you 're going	human
n't believe it </pad> </pad>	nonconc
I think it or was	nonconc
<pad> <pad> I think you	human
the way I feel about	human
years than you or younger	human
<pad> because I 'm from	human
you know and me being	nonconc
time of year </pad> </pad>	time
mountains in Texas do you	place
<pad> <pad> they still take	human
not fair whatever </pad> </pad>	nonconc
again in guises a thousand	nonconc
're jamming you know they	human
problem with it because uh	concrete
lot of money </pad> </pad>	nonconc
<pad> <pad> That 's right	nonconc
I 'm I 'm getting	human
<pad> If they 're not	human
end of that </pad> </pad>	nonconc
things like that </pad> </pad>	nonconc
think that I think that	human
countries because I guess United	human
never tell that </pad> </pad>	nonconc
'm sure he is </pad>	human
really in town </pad> </pad>	place
really understand it </pad> </pad>	nonconc
<pad> is that up right	place
<pad> <pad> I think it	human
<pad> <pad> I think crime	human
ate all them up </pad>	nonconc
but uh I feel that	human
line doing whatever they are	nonconc
<pad> <pad> I mean it	human
it seems that has happened	nonconc
really bugs me the most	human
lot of sailing on and	nonconc
<pad> <pad> it </pad> </pad>	nonconc
it 's you know it	human
<pad> <pad> I have one	human
it 's you know it	human
service before they purchased Tigon	org
<pad> Then I and went	human
Well thank you </pad> </pad>	human
<pad> <pad> He 's got	human
that in Texas </pad> </pad>	place
by constitution there must be	anim-uncoded
<pad> Uh this is when	time
how do you fund something	human
<pad> So there really was	anim-uncoded
because I I need to	human
you throw them away after	concrete
two hours he probably does	human
<pad> Uh I certainly ca	human
hours that they work how	human
kind of mentality shoot yourself	nonconc
name was Rita at China	nonconc
<pad> <pad> it 's right	nonconc
<pad> <pad> I </pad> </pad>	human
Because I I came from	human
<pad> I I mean I	human
and so we did the	human
best of that are made	nonconc
<pad> Well who 's the	human
it 's Elijah </pad> </pad>	nonconc
just save them up </pad>	concrete
's just one of those	nonconc
mean I I sometimes start	human
do n't I do n't	human
oh God what is it	nonconc
n't like it </pad> </pad>	concrete
for what dollars ten or	nonconc
<pad> Do you like to	human
so um you know I	human
then brought them right back	human
them out you can keep	human
<pad> <pad> They pick up	org
but Uh there 's this	anim-uncoded
<pad> <pad> That 's true	nonconc
<pad> But that takes planning	nonconc
<pad> <pad> It 's primarily	nonconc
the time I mean </pad>	human
you know it </pad> </pad>	nonconc
off to everything else </pad>	nonconc
just said that 's marvelous	nonconc
to put him in prison	human
wanted then that 's matter	nonconc
<pad> Oh me too because	human
<pad> but it 's </pad>	nonconc
think about it </pad> </pad>	nonconc
<pad> and it may be	concrete
uh um you know I	human
you know which are </pad>	nonconc
<pad> and she just liked	human
acquainted with any you know	concrete
I really there 's not	anim-uncoded
<pad> But that does n't	nonconc
oh I I like to	human
<pad> <pad> You hear that	human
estate where I can kind	human
and for me this is	human
they go hours more so	time
spent on food so I	nonconc
know if it 's like	concrete
'm here you know </pad>	human
I think that 's uh	nonconc
far as women go </pad>	human
<pad> <pad> we come from	human
<pad> well I think it	human
<pad> so he gave them	human
<pad> <pad> That 's incredible	nonconc
<pad> <pad> they really look	veh
if and I just need	human
<pad> That that 's fertilizer	nonconc
's done it years the	nonconc
a law you know fifty	human
rule that it would be	nonconc
'm from Atlanta </pad> </pad>	place
of fact you know when	human
some cases they 're finding	human
year already I think </pad>	human
I suppose that and puts	nonconc
out of tune </pad> </pad>	nonconc
Taking taking care of uh	nonconc
you know I think if	human
well like there 's two	anim-uncoded
and hunting stuff </pad> </pad>	nonconc
know that teachers talk </pad>	human
stuff that I ca n't	human
in prison you know redeem	human
<pad> and that 's mostly	nonconc
it for Wadley though even	not-understood
not really deal very good	nonconc
<pad> so you got a	human
even though it 's far	place
're trying we 're trying	human
you do that in even	nonconc
<pad> so I 'm touchy	human
of that you know </pad>	human
<pad> <pad> I 'll take	human
term that women are going	human
said Well I 'd love	human
have in school because they	nonconc
<pad> Um you know he	human
you know they just love	human
<pad> <pad> I thought Utah	human
reasons why we got a	human
that that you can bring	human
matter of fact another guy	anim-uncoded
much fulfill desires the lawyers	nonconc
<pad> Personally I 'd rather	human
<pad> and they have a	org
got to you sort of	human
uh uh you know and	human
and uh they are famous	org
that that they </pad> </pad>	human
invasion of privacy </pad> </pad>	nonconc
through in history that can	nonconc
thirty years it becomes pretty	nonconc
you like country </pad> </pad>	nonconc
that 's I do n't	human
but otherwise he can jump	animal
<pad> <pad> You know whether	human
such as things such as	nonconc
uh that you particularly are	human
it hurts it hurts real	nonconc
and grab you steal you-	human
they do it in the	nonconc
And it it is a	place
<pad> and what 's sad	nonconc
like if they 're on	human
you know it 's supposed	concrete
and when you or send	human
couples because you have and	human
<pad> uh it 's </pad>	nonconc
picture frames I do n't	human
other than that they you	nonconc
like just that </pad> </pad>	nonconc
applying to governments in general	org
n't blame them </pad> </pad>	human
Well I I find it	human
<pad> <pad> That 's true	nonconc
interesting because I talked to	human
<pad> <pad> you bet </pad>	human
All for dollars a thousand	nonconc
<pad> Boy that 's scary	nonconc
them when we go backpacking	human
and then all of a	time
that 's what I had	nonconc
could do it </pad> </pad>	nonconc
<pad> <pad> It 's really	nonconc
to do it </pad> </pad>	nonconc
than what we are doing	human
<pad> <pad> I and started	human
I think we had </pad>	org
for for years about four	time
I saw it </pad> </pad>	nonconc
feel that it 's a	nonconc
<pad> <pad> It 's enjoyable	nonconc
I mean there 's plenty	anim-uncoded
so Uh that was the	nonconc
and heels you know </pad>	human
and uh I 'm not	human
sort of which has a	nonconc
people for jobs </pad> </pad>	nonconc
fact that they get away	org
stir fried some the other	concrete
<pad> <pad> I guess uh	human
pull out one of your	concrete
<pad> and he had that	human
<pad> <pad> I have n't	human
wh- when we first got	human
to do it without your	nonconc
university in Moscow called the	place
<pad> Well it went pretty	nonconc
<pad> Should I go rent	human
<pad> but I 'm usually	human
But then there are a	anim-uncoded
<pad> and it was so	nonconc
you know it depends on	nonconc
in taking care of children	nonconc
guess if I was having	human
's in first </pad> </pad>	nonconc
<pad> <pad> She said I	human
me into it </pad> </pad>	nonconc
I liked it a little	nonconc
<pad> <pad> I 've only	human
or so which we lost	nonconc
they do there 's a	anim-uncoded
there do that </pad> </pad>	nonconc
fun when we go to	human
paychecks see control how much	nonconc
You say you ride miles	human
<pad> Let 's put him	human
certainly had that </pad> </pad>	nonconc
kind of we 're really	human
I 'm I 'm pretty	human
there then you can easily	human
<pad> <pad> that was wild	nonconc
spend is that just really	nonconc
think that it 's less	nonconc
seem like they have uh	nonconc
but when I was employed	human
know like I said the	human
been married years almost thirty	time
for only Atlanta for just	place
<pad> <pad> you would like	human
<pad> <pad> I work for	human
I remember I went to	human
six ninety-nine that included and	concrete
I 'm I 'm not	human
ten years I was comparing	human
<pad> <pad> I 'm about	human
friend of mine </pad> </pad>	human
degrees after they 've or	human
though it it seems that	nonconc
<pad> <pad> that 's the	nonconc
guacamole that I would take	human
said that they were looking	org
<pad> <pad> it 's just	oanim
n't know I do n't	human
lot of remodeling </pad> </pad>	nonconc
you have two </pad> </pad>	human
had to you know ge-	human
we just we got a	human
I realized it </pad> </pad>	nonconc
lot of forestry down there	concrete
<pad> but they have been	nonconc
uh then they start getting	org
kind of that too </pad>	nonconc
days then I do n't	human
about covered it for me	nonconc
cradle to grave </pad> </pad>	nonconc
that than her </pad> </pad>	human
to keep you know at	human
jump uh you know just	human
's no you know there	human
now now you know he	human
equitable of money </pad> </pad>	nonconc
we need it right now	nonconc
we agreed you know on	human
<pad> Usually I am not	human
you know they 'd start	human
spend on things like that	nonconc
<pad> <pad> I mean that	human
<pad> <pad> That 's true	nonconc
that 's that 's a	nonconc
<pad> <pad> You pay all	human
of sheltered I guess from	human
<pad> <pad> I totally agree	human
I mean I could just	human
<pad> <pad> I think it	human
<pad> <pad> I guess I	human
ripped out half of what	concrete
<pad> <pad> I 'm actually	human
<pad> <pad> I suppose you	human
judgment on that </pad> </pad>	nonconc
think for themselves be responsible	human
primarily have people maybe a	human
pattern to it </pad> </pad>	nonconc
<pad> Well you know I	human
kind of problem </pad> </pad>	nonconc
<pad> and they have car	org
you know dollars about fifteen	nonconc
n't feel it in our	nonconc
You said you have four	human
and uh it 's been	nonconc
<pad> <pad> you sound pretty	human
all of it </pad> </pad>	concrete
<pad> and they 're giving	org
of it you know I	human
you get what 's coming	nonconc
So what what </pad> </pad>	nonconc
You know what I mean	nonconc
wonder how people do that	human
I guess I have gotten	human
him that you begin to	human
<pad> <pad> I 'm in	human
<pad> <pad> We just uh	human
and of course they tend	anim-uncoded
I need it for the	nonconc
Dana sign you up for	human
hardly afford it </pad> </pad>	nonconc
<pad> <pad> what do they	nonconc
<pad> <pad> there 's been	anim-uncoded
n't make it through the	nonconc
in in miles per hour	nonconc
real small it 'll fit	animal
we have it just opposite	nonconc
to pick it up </pad>	concrete
that uh impatiens that tried	concrete
<pad> Oh I know </pad>	human
<pad> <pad> Those are nice	concrete
or Well that 's good	nonconc
<pad> But I know some	human
that 's it </pad> </pad>	oanim
<pad> so I do n't	human
kind of all of a	time
've got more on one	concrete
<pad> <pad> he 's not	human
<pad> <pad> I do know	human
know then that will be	nonconc
<pad> and they do n't	animal
I mean we used to	human
concern about that would be	nonconc
mail out stuff </pad> </pad>	nonconc
to find what you want	nonconc
<pad> <pad> I thought we	human
<pad> <pad> You do the	human
<pad> <pad> Which is funny	nonconc
sort of thing </pad> </pad>	nonconc
something like that </pad> </pad>	nonconc
cans for cash </pad> </pad>	nonconc
couple of years </pad> </pad>	time
things like that </pad> </pad>	nonconc
told that you know </pad>	human
her stroke she was n't	human
had mostly mutts </pad> </pad>	animal
I read that recently somewhere	nonconc
from in Texas </pad> </pad>	place
<pad> <pad> I mean he	human
at all you know </pad>	human
<pad> and he never ever	human
lot of market for seventy-eight	nonconc
with any you know </pad>	human
<pad> Uh I agree with	human
or had that was ignored	nonconc
's amazing she said you	human
<pad> <pad> I 'm probably	human
did it it kill anything	nonconc
n't want it </pad> </pad>	nonconc
'd call it </pad> </pad>	nonconc
What 's that </pad> </pad>	nonconc
do with it </pad> </pad>	nonconc
you too Lori </pad> </pad>	human
<pad> <pad> I mean they	human
the si- you know the	human
you did what you wanted	nonconc
data from it see how	nonconc
see what you 're saying	human
worse as you know education	human
credit when you need something	human
you know you 're found	human
they do it at home	nonconc
could get them to move	human
sure hope they do n't	org
<pad> and I have a	human
you know I was eighteen	human
lot of problems with this	nonconc
but Uh I remember the	human
but Saturday you get get	human
<pad> <pad> I mean this	human
environments that you just as	human
know that it 's hard	nonconc
am seeing I 'm seeing	human
matter of fact that that	anim-uncoded
<pad> <pad> That 's pretty	nonconc
you have women like that	human
<pad> but offices they keep	concrete
actually served seven </pad> </pad>	time
<pad> <pad> I 'm not	human
<pad> and he should be	human
I think some of these	human
<pad> thank you </pad> </pad>	time
and then they say well	human
think uh I wonder if	human
that um it was going	nonconc
out about it send you	nonconc
it 's something </pad> </pad>	nonconc
old is she </pad> </pad>	human
And so that was a	nonconc
mine about this the other	nonconc
<pad> can I and run	human
<pad> <pad> I </pad> </pad>	human
How about yourself </pad> </pad>	human
no stick I mean the	human
advantages to it </pad> </pad>	mac
and then they crush them	human
and uh you know it	human
<pad> <pad> What </pad> </pad>	nonconc
fact that it was tiring	nonconc
couple of loads of dirt	concrete
<pad> but she wants to	human
worse that we 've seen	human
I think they call it	human
may be something similar to	concrete
you know south let 's	human
I was you know I	human
loud that you ca n't	human
me date me here </pad>	human
that uh it 's kind	nonconc
'm sure they 're there	nonconc
<pad> <pad> I 'm going	human
little I I 'll change	human
<pad> When I was growing	human
couple of years we ever	time
<pad> <pad> what </pad> </pad>	nonconc
bit of business in Washington	nonconc
<pad> <pad> I think here	human
know recently I was in	human
was doing it maybe a	nonconc
<pad> <pad> We had a	org
<pad> Then I did n't	human
I mean you know we	human
<pad> <pad> you know it	human
chance with them freezing </pad>	concrete
'm sure it is </pad>	nonconc
look at them watch and	human
said that she had a	human
task if you 've ever	human
's what I think </pad>	human
outfit on Monday because really	time
aspect of it </pad> </pad>	nonconc
but still there are people	anim-uncoded
<pad> <pad> I mean weird	human
they call I think uh	human
'll do that </pad> </pad>	nonconc
the truth I 'm </pad>	human
the air they can level	veh
the job you 've got	human
features in terms of being	nonconc
she can she can turn	human
<pad> <pad> That 's right	nonconc
<pad> <pad> they recommend doing	human
now though I think they	human
And uh we probably go	human
odd because I do n't	human
n't follow suit with Yeltsin	nonconc
you just you know </pad>	human
because just they 're too	human
's really what happened to	nonconc
their classes there were children	anim-uncoded
And literally I would n't	human
way in Florida </pad> </pad>	org
<pad> That that can make	nonconc
you exempt things like uh	nonconc
you said you 've just	human
V set you do throw	human
amount of trash we throw	concrete
on on tuition </pad> </pad>	nonconc
had a she had a	human
maybe putting flowers in you	concrete
and yet he bought like	human
'm sure this is the	time
<pad> <pad> They have that	org
<pad> <pad> That 's right	nonconc
to do that </pad> </pad>	nonconc
<pad> <pad> I did n't	human
<pad> <pad> I mean there	human
they have both </pad> </pad>	nonconc
was like it was not	concrete
and I I believe that	human
<pad> but we did </pad>	human
<pad> <pad> I remember that	human
<pad> <pad> I have nothing	human
kid who who really you	human
that but they have the	human
<pad> <pad> I just know	human
is Is it </pad> </pad>	nonconc
a little you know </pad>	human
problem with that you know	nonconc
couple of weeks just to	time
days where you know women	human
's just it 's just	nonconc
<pad> <pad> I purchased a	human
<pad> and that 's what	nonconc
bands now that are better	concrete
<pad> So you know they	human
much as anything is one	nonconc
uh when I start talking	human
talking about degrees a hundred	nonconc
I fou- I found it	human
mean um we painted them	human
they when they put her	human
uh in music ranging from	nonconc
<pad> <pad> they just get	org
's about it </pad> </pad>	nonconc
lot of people are in	human
<pad> <pad> It has nothing	nonconc
I I I have friends	human
<pad> <pad> I 've got	human
it in pictures </pad> </pad>	concrete
<pad> in fact that 's	anim-uncoded
never known it to lightening	nonconc
<pad> <pad> he would n't	human
<pad> <pad> there is so	anim-uncoded
<pad> Uh University of Mississippi	nonconc
<pad> <pad> We just had	human
God sent us his grace	human
you know we get c-	human
they were they were lost	human
even though you know that	human
<pad> <pad> we do n't	human
<pad> when you put them	human
what 's toning </pad> </pad>	nonconc
him after that </pad> </pad>	nonconc
dinner hour I f- can	human
<pad> And she 's and	animal
<pad> but you know like	human
it when it comes on	mac
at time you know they	human
was n't we were n't	human
<pad> <pad> I 'd love	human
<pad> and that 's like	nonconc
latest one I 've saw	human
there 's trees already there	concrete
we do that just going	time
I mean they looked like	concrete
and finally they realized that	human
I just I saw on	human
<pad> <pad> It is </pad>	nonconc
<pad> um I have to	human
know if I would just	human
most of mine that I	nonconc
<pad> <pad> We uh and	human
<pad> <pad> I mean here	human
'd have we 'd have	human
how fast they accumulate </pad>	human
sort of conversation we can	nonconc
wonder why it does </pad>	nonconc
go to Florida ago a	place
